HPO_label,HPO_term
Premature epimetaphyseal fusion in hand,HP:0012562
Premature epimetaphyseal fusion in foot,HP:0012563
Premature epimetaphyseal fusion in tibia,HP:0012564
Premature epimetaphyseal fusion in fibula,HP:0012565
Premature epimetaphyseal fusion in radius,HP:0012566
Premature epimetaphyseal fusion in ulna,HP:0012567
Lower eyelid edema,HP:0012568
Synovial sarcoma,HP:0012570
Ureter fissus,HP:0012571
Global proximal tubulopathy,HP:0012573
Mesangial hypercellularity,HP:0012574
Glomerular C3 deposition,HP:0012576
Calcium phosphate nephrolithiasis,HP:0012580
Bilateral renal hypoplasia,HP:0012584
Bilateral renal atrophy,HP:0012586
Multidrug-resistant nephrotic syndrome,HP:0012589
Abnormal urine output,HP:0012590
Abnormal urinary electrolyte concentration,HP:0012591
Heavy proteinuria,HP:0012597
Abnormal urine potassium concentration,HP:0012598
Abnormal urine phosphate concentration,HP:0012599
Abnormal urine chloride concentration,HP:0012600
Hypochloriduria,HP:0012601
Renal chloride wasting,HP:0012602
Abnormal urine sodium concentration,HP:0012603
Hyponatriuria,HP:0012604
Hypernatriuria,HP:0012605
Renal sodium wasting,HP:0012606
Abnormal urine magnesium concentration,HP:0012607
Hypermagnesiuria,HP:0012608
Hypomagnesiuria,HP:0012609
Abnormality of urinary uric acid level,HP:0012610
obsolete Increased urinary urate,HP:0012611
Abnormal urinary sulfate concentration,HP:0012612
Increased urinary sulfate,HP:0012613
Abnormal urine cytology,HP:0012614
Leukocyte cylindruria,HP:0012616
Erythrocyte cylindruria,HP:0012617
Persistent cloaca,HP:0012621
Pseudoexfoliation,HP:0012627
Abnormal suspensory ligament of lens morphology,HP:0012628
Phakodonesis,HP:0012629
Abnormal trabecular meshwork morphology,HP:0012630
Pigment deposition in the trabecular meshwork,HP:0012631
Abnormal intraocular pressure,HP:0012632
Asymmetry of intraocular pressure,HP:0012633
Iris pigment dispersion,HP:0012634
Iris hypoperfusion,HP:0012635
Retinal vein occlusion,HP:0012636
Renal calcium wasting,HP:0012637
Abnormal nervous system physiology,HP:0012638
Abnormality of intracranial pressure,HP:0012640
Decreased intracranial pressure,HP:0012641
Cerebellar agenesis,HP:0012642
Foveal hypopigmentation,HP:0012643
Increased caudate lactate level,HP:0012644
Decreased inflammatory response,HP:0012648
Increased inflammatory response,HP:0012649
Abasia,HP:0012651
Status asthmaticus,HP:0012653
Abnormal CSF dopamine concentration,HP:0012654
Elevated CSF dopamine level,HP:0012655
Reduced CSF dopamine level,HP:0012656
Abnormal brain positron emission tomography,HP:0012657
Abnormal brain FDG positron emission tomography,HP:0012658
Prefrontal hypometabolism in FDG PET,HP:0012659
Thalamic hypometabolism in FDG PET,HP:0012660
Hypothalamic hypometabolism in FDG PET,HP:0012661
Parietal hypometabolism in FDG PET,HP:0012662
Mildly reduced left ventricular ejection fraction,HP:0012663
Reduced left ventricular ejection fraction,HP:0012664
Moderately reduced left ventricular ejection fraction,HP:0012665
Severely reduced left ventricular ejection fraction,HP:0012666
Regional left ventricular wall motion abnormality,HP:0012667
Carotid sinus syncope,HP:0012669
Abulia,HP:0012671
Akinetic mutism,HP:0012672
Aplasia of the upper vagina,HP:0012673
Aplasia of the lower vagina,HP:0012674
Iron accumulation in brain,HP:0012675
Copper accumulation in brain,HP:0012676
obsolete Iron accumulation in globus pallidus,HP:0012677
Iron accumulation in substantia nigra,HP:0012678
Widened interpedicular distance,HP:0012679
Abnormal pineal morphology,HP:0012681
Pineal gland calcification,HP:0012682
Abnormal pineal volume,HP:0012684
Decreased pineal volume,HP:0012685
Increased pineal volume,HP:0012686
Agenesis of pineal gland,HP:0012687
Abnormality of pineal physiology,HP:0012688
Abnormal pineal melatonin secretion,HP:0012689
T2 hypointense thalamus,HP:0012690
Focal T2 hypointense thalamic lesion,HP:0012691
Focal T2 hyperintense thalamic lesion,HP:0012692
Abnormal thalamic size,HP:0012693
Enlarged thalamic volume,HP:0012694
Decreased thalamic volume,HP:0012695
Cerebellar gliosis,HP:0012698
Anomaly of lower limb diaphyses,HP:0012699
Abnormal metabolic brain imaging by MRS,HP:0012705
Elevated brain choline level by MRS,HP:0012706
Reduced brain N-acetyl aspartate level by MRS,HP:0012708
Delayed ossification of vertebral epiphysis,HP:0012711
Functional abnormality of the gastrointestinal tract,HP:0012719
Neoplasm of the nose,HP:0012720
Sinoatrial block,HP:0012723
Cutaneous syndactyly,HP:0012725
Episodic hypokalemia,HP:0012726
Fusiform descending thoracic aortic aneurysm,HP:0012728
Saccular descending thoracic aortic aneurysm,HP:0012729
Aglossia,HP:0012730
Ectopic anterior pituitary gland,HP:0012731
Profound global developmental delay,HP:0012736
Agenesis of canine,HP:0012738
Agenesis of the small intestine,HP:0012739
Thin fingernail,HP:0012742
Femoral aplasia,HP:0012744
Thin toenail,HP:0012746
Abnormal brainstem MRI signal intensity,HP:0012747
Focal T2 hyperintense brainstem lesion,HP:0012748
Focal T2 hypointense brainstem lesion,HP:0012749
T2 hypointense brainstem,HP:0012750
Focal T2 hypointense basal ganglia lesion,HP:0012752
T2 hypointense basal ganglia,HP:0012753
CNS hypermyelination,HP:0012754
Enlarged brainstem,HP:0012755
CSF polymorphonuclear pleocytosis,HP:0012756
Abnormal neuron morphology,HP:0012757
Impaired social reciprocity,HP:0012760
Absent mastoid,HP:0012761
Paroxysmal dyspnea,HP:0012763
Orthopnea,HP:0012764
Widened cerebellar subarachnoid space,HP:0012765
Widened cerebral subarachnoid space,HP:0012766
Abnormal placental size,HP:0012767
Reduced arm span,HP:0012770
Increased arm span,HP:0012771
Abnormal upper to lower segment ratio,HP:0012772
Reduced upper to lower segment ratio,HP:0012773
Increased upper to lower segment ratio,HP:0012774
Stellate iris,HP:0012775
Retinal astrocytic hamartoma,HP:0012778
Transient hearing impairment,HP:0012779
Neoplasm of the ear,HP:0012780
Perilobar nephrogenic rest,HP:0012782
Intralobar nephrogenic rest,HP:0012783
Perinephritis,HP:0012784
Flexion contracture of finger,HP:0012785
Recurrent cystitis,HP:0012786
Recurrent pyelonephritis,HP:0012787
Reticulate pigmentation of oral mucosa,HP:0012788
Hypoplasia of the calcaneus,HP:0012789
Abnormal intramembranous ossification,HP:0012790
Abnormal humeral ossification,HP:0012791
Absent ossification of thoracic vertebral bodies,HP:0012792
Periventricular white matter hypodensities,HP:0012794
Increased cup-to-disc ratio,HP:0012796
Lymphatic vessel neoplasm,HP:0012797
Pulmonary lymphangiomyomatosis,HP:0012798
Accessory cranial suture,HP:0012800
Broad jaw,HP:0012802
Proboscis,HP:0012806
High insertion of columella,HP:0012807
Narrow nasal base,HP:0012809
Wide nasal base,HP:0012810
Wide nasal ridge,HP:0012811
Fullness of paranasal tissue,HP:0012812
Unilateral breast hypoplasia,HP:0012813
Bilateral breast hypoplasia,HP:0012814
Hypoplastic female external genitalia,HP:0012815
Right ventricular noncompaction cardiomyopathy,HP:0012816
Noncompaction cardiomyopathy,HP:0012817
Bilateral vocal cord paresis,HP:0012822
Clinical modifier,HP:0012823
Severity,HP:0012824
Mild,HP:0012825
Moderate,HP:0012826
Borderline,HP:0012827
Profound,HP:0012829
Position,HP:0012830
Laterality,HP:0012831
Bilateral,HP:0012832
Unilateral,HP:0012833
Spatial pattern,HP:0012836
Localized,HP:0012838
Distal,HP:0012839
Proximal,HP:0012840
Retinal vascular tortuosity,HP:0012841
Skin appendage neoplasm,HP:0012842
Trichilemmoma,HP:0012844
Single trichilemmoma,HP:0012845
Multiple trichilemmomata,HP:0012846
Hepatic bridging fibrosis,HP:0012852
Abnormal scrotal rugation,HP:0012856
Decreased scrotal rugation,HP:0012858
Esophageal leukoplakia,HP:0012859
Testicular fibrosis,HP:0012860
Ovotestis,HP:0012861
Abnormal germ cell morphology,HP:0012862
Abnormal male germ cell morphology,HP:0012863
Abnormal sperm morphology,HP:0012864
Abnormal sperm head morphology,HP:0012865
Abnormal sperm neck morphology,HP:0012866
Abnormal sperm mid-piece morphology,HP:0012867
Abnormal sperm tail morphology,HP:0012868
Acephalic spermatozoa,HP:0012869
Abnormal vas deferens morphology,HP:0012872
Absent vas deferens,HP:0012873
Abnormal male reproductive system physiology,HP:0012874
Abnormal ejaculation,HP:0012875
Premature ejaculation,HP:0012876
Retrograde ejaculation,HP:0012877
Retarded ejaculation,HP:0012878
Anejaculation,HP:0012879
Abnormal labia minora morphology,HP:0012880
Abnormal labia majora morphology,HP:0012881
Hyperplastic labia majora,HP:0012882
Fallopian tube cyst,HP:0012883
Fallopian tube torsion,HP:0012884
Fallopian tube duplication,HP:0012885
Hemorrhagic ovarian cyst,HP:0012886
Ovarian serous cystadenoma,HP:0012887
Cervical endometriosis,HP:0012889
Posteriorly placed anus,HP:0012890
High posterior hairline,HP:0012891
Facial muscle hypertrophy,HP:0012892
Neck muscle hypertrophy,HP:0012893
Paraspinal muscle hypertrophy,HP:0012894
Scapular muscle hypertrophy,HP:0012895
Abnormal motor evoked potentials,HP:0012896
Abnormal upper-limb motor evoked potentials,HP:0012897
Abnormal lower-limb motor evoked potentials,HP:0012898
Handgrip myotonia,HP:0012899
Myotonia of the face,HP:0012900
Myotonia of the jaw,HP:0012901
Myotonia of the lower limb,HP:0012902
Myotonia of the upper limb,HP:0012903
Cold-sensitive myotonia,HP:0012904
Euryblepharon,HP:0012905
Ciliary body coloboma,HP:0020006
Diffuse,HP:0020034
Lower limb dysmetria,HP:0020035
Upper limb dysmetria,HP:0020036
Astasia,HP:0020037
Vertebrobasilar dolichoectasia,HP:0020038
Double elevator palsy,HP:0020041
Double depressor palsy,HP:0020042
Vertical incomitant strabismus,HP:0020043
Horizontal incomitant strabismus,HP:0020044
Abnormal myeloid cell morphology,HP:0020047
Reduced bone-marrow pro-B cell count,HP:0020048
Exodeviation,HP:0020049
Anti-granulocyte-macrophage colony stimulating factor antibody positivity,HP:0020050
Abnormal erythrocyte physiology,HP:0020054
Abnormal red blood cell count,HP:0020058
Increased red blood cell count,HP:0020059
Decreased red blood cell count,HP:0020060
Abnormal hemoglobin concentration,HP:0020061
Decreased hemoglobin concentration,HP:0020062
Increased hemoglobin concentration,HP:0020063
Abnormal eosinophil count,HP:0020064
Crystalluria,HP:0020074
Leucine crystalluria,HP:0020075
Wrist ganglion,HP:0020076
Carnitinuria,HP:0020077
Alaninuria,HP:0020078
Beta-alaninuria,HP:0020079
Erythrocyte inclusion bodies,HP:0020080
Pappenheimer bodies,HP:0020081
Heinz bodies,HP:0020082
Furuncle,HP:0020083
Carbuncle,HP:0020084
Infection following live vaccination,HP:0020085
BCGitis,HP:0020086
BCGosis,HP:0020087
Post-vaccination measles,HP:0020088
Post-vaccination rubella,HP:0020089
Post-vaccination polio,HP:0020090
Post-vaccination rotavirus infection,HP:0020091
Recurrent deep organ abscess formation,HP:0020093
Prolonged need of intravenous antibiotic therapy,HP:0020095
Recurrent streptococcal infections,HP:0020096
Infection due to encapsulated bacteria,HP:0020097
obsolete Herpes encephalitis,HP:0020098
Severe norovirus infection,HP:0020099
Invasive fungal infection,HP:0020101
Pneumocystis jirovecii pneumonia,HP:0020102
Unusual protozoan infection,HP:0020104
Severe toxoplasmosis,HP:0020105
Severe giardiasis,HP:0020106
Unusual helminthic infection,HP:0020107
Unusual parasitic infection,HP:0020108
Bone fracture,HP:0020110
Abnormal CD4+CD25+ regulatory T cell proportion,HP:0020111
Increased proportion of CD4+CD25+ regulatory T cells,HP:0020112
Decreased proportion of CD4+CD25+ regulatory T cells,HP:0020113
Persistent human papillomavirus infection,HP:0020114
Hypoplastic dermoepidermal hemidesmosomes,HP:0020117
Radial artery aplasia,HP:0020118
Abnormal retinal nerve fiber layer morphology,HP:0020119
Retinal nerve fiber edema,HP:0020120
Conception by assisted reproductive technology,HP:0020121
Bite cells,HP:0020122
Tympanosclerosis,HP:0020123
Spontaneous conjunctival filtering bleb,HP:0020125
Prostate mass,HP:0020126
Periarticular soft-tissue mass,HP:0020127
Aplasia of the olfactory tract,HP:0020128
Abnormal urine protein level,HP:0020129
Increased urinary neutrophil gelatinase-associated lipocalin,HP:0020130
Abnormal tubular basement membrane morphology,HP:0020131
Thickening of the tubular basement membrane,HP:0020132
Podocyte hypertrophy,HP:0020133
Increased urine neutrophil count,HP:0020134
Myofibromatosis,HP:0020135
Anticardiolipin IgG antibody positivity,HP:0020136
Anticardiolipin IgM antibody positivity,HP:0020137
History of recent animal bite,HP:0020138
History of recent insect bite,HP:0020139
History of recent tick bite,HP:0020140
Blood pressure substantially higher in legs than arms,HP:0020141
Blood pressure substantially higher in arms than legs,HP:0020142
Tracheal duplication cyst,HP:0020143
Calcium phosphate crystalluria,HP:0020144
Calcium oxalate crystalluria,HP:0020145
Calcium carbonate crystalluria,HP:0020146
2-Methylbutyryl glycinuria,HP:0020147
Increased circulating mead acid level,HP:0020148
Elevated circulating succinate,HP:0020149
Elevated urinary uromodulin,HP:0020150
Anti-dsDNA antibody positivity,HP:0020151
Distal joint laxity,HP:0020152
"Positive blood 1,3 beta glucan test",HP:0020153
Nevus comedonicus,HP:0020154
Abnormal oocyte morphology,HP:0020155
Abnormal zona pellucida morphology,HP:0020156
Thin zona pellucida,HP:0020157
Increased circulating adrenic acid concentration,HP:0020158
Reduced response to gonadotropin-releasing hormone stimulation test,HP:0020159
GM1-ganglioside accumulation,HP:0020160
Branch retinal artery occlusion,HP:0020161
Cilioretinal artery occlusion,HP:0020163
Ophthalmic artery occlusion,HP:0020164
Branch retinal vein occlusion,HP:0020165
Central retinal vein occlusion,HP:0020166
Hemiretinal vein occlusion,HP:0020167
Abnormal drug response,HP:0020169
Increased blood drug concentration,HP:0020170
Decreased blood drug concentration,HP:0020171
Adverse drug response,HP:0020172
Reduced drug efficacy,HP:0020173
Refractory drug response,HP:0020174
Reduced cholinesterase level,HP:0020175
Cholesterol crystalluria,HP:0020176
"Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells",HP:0020177
Abnormal dendritic cell count,HP:0020178
Abnormal haptoglobin level,HP:0020179
Elevated haptoglobin level,HP:0020180
Reduced haptoglobin level,HP:0020181
Abnormal A-type atrial natriuretic peptide level,HP:0020182
Decreased circulating A-type natriuretic peptide level,HP:0020184
Superior cerebellar dysplasia,HP:0020185
Multilobulated spleen,HP:0020186
Thick pachygyria,HP:0020187
Anterior predominant pachygyria with 5-10 mm cortical thickness,HP:0020188
Posterior predominant thick cortex pachygyria,HP:0020189
Perisylvian predominant thick cortex pachygyria,HP:0020190
Anterior predominant thick cortex pachygyria,HP:0020191
Pachygyria with 5-10 mm cortical thickness,HP:0020192
Prolonged reptilase time,HP:0020193
IgA heavy chain paraproteinemia,HP:0020194
IgG heavy chain paraproteinemia,HP:0020195
IgM heavy chain paraproteinemia,HP:0020196
Increased circulating arachidonic acid concentration,HP:0020197
Abnormal circulating 18-hydroxycorticosterone level,HP:0020198
Decreased circulating 18-hydroxycortisone level,HP:0020199
Increased circulating 18-hydroxycortisone level,HP:0020200
Abnormal sarcomere morphology,HP:0020201
Abnormal Z disc morphology,HP:0020202
Z-band streaming,HP:0020203
Tubulointerstitial bacterial infiltration,HP:0020204
Tubulointerstitial fungal infiltration,HP:0020205
Simple ear,HP:0020206
Reflex seizure,HP:0020207
Eating-induced seizure,HP:0020208
Hot water-induced seizure,HP:0020209
Praxis-induced seizure,HP:0020210
Proprioceptive-induced seizure,HP:0020211
Reading-induced seizure,HP:0020212
Somatosensory-induced seizure,HP:0020213
Startle-induced seizure,HP:0020214
Thinking-induced seizure,HP:0020215
Visually-induced seizure,HP:0020216
Focal aware motor seizure,HP:0020217
Focal aware atonic seizure,HP:0020218
Motor seizure,HP:0020219
Focal atonic seizure,HP:0020220
Hypohomocysteinemia,HP:0020222
Dermal sinus tract,HP:0020223
Hallux rigidus,HP:0025004
Thickening of glomerular capillary wall,HP:0025005
Abnormal glomerular capillary morphology,HP:0025006
Ectopic fovea,HP:0025007
Forward slanting upper incisors,HP:0025009
Foveal atrophy,HP:0025010
Status cribrosum,HP:0025012
Decerebrate rigidity,HP:0025013
